id,coder,pmcid,protocol,include,participants,journal,publisher,pub_year,impact_factor,verbatim,power_calc_type,multiple,version,version_text,power,power_text,alpha,alpha_text,sample_size,sample_size_text,effect_size_type,effect_size_type_other_standardized_text,effect_size_type_other_nonstandardized_text,effect_size_value,effect_size_value_text,stat_test,stat_test_other_regression_text,stat_test_other_nonregression_text,other_info_missing,reproducible,reproducible_text,justification,justification_text,mult_compare,mult_compare_text,anova_within_between,match,match_text,error,error_text,impact,comments_calc,comments_general,effect_size_type_binary,stat_test_binary,all6,all6_binary,reproducible_binary,justification_binary,just_previous,just_pilot,just_convention,just_mcid,just_none,just_ref,just_other
124,EZ/RTT,PMC8452732,No,Include,Human,Scientific Reports,NATURE PORTFOLIO,2021,3.998,"The initial total sample was 2453 individuals. However, 104 persons (4.24% of the total sample) declined to participate (responded No to the informed consent). Therefore, the final total sample of university students participating in the study was 2349. All the respondents were eligible for the study and confirmed their student status. Additionally, respondents who did not want to reveal their gender were excluded from statistical analyses concerning gender (n = 6). A sample size was computed by G*Power software52 with regard to χ2 contingency tables, with p < 0.05, two-tailed, and 95% CI, and a sample size of 159 for each country was established.",Solves for sample size (often called a priori),No,0,,0,NA,1,0.05,1,1431,No,,,0,NA,"test of proportions (e.g., Fisher's, or chi-squared)",,NA,"Degrees of freedom, tails.",No,,No justification or basis is reported,NA,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",They don't perform any inferential statistics. They only provide descriptive confidence intervals and credible intervals.,No,No,"They power for a Chi-squared, but don't run one.",Unsure (there's not enough information to reasonably code yes or no).,They may have performed the power calculation after the study was complete,,the sample size was 159 per country for 9 countries = 1431. This is the sample size from their calculaiton. The actual sample size was different: 2453.,,0,1,3,0,0,0,0,0,0,0,1,0,0
125,EZ/RTT,PMC7195786,No,Include,Human,Reproductive Biology and Endocrinology,BMC,2020,2.589,"An a priori power analysis was undertaken based on previous literature, where small to medium effect sizes were captured [36]. Therefore two sample size predictions were created, one for small effects and one for medium effects. Calculations were performed with G*power [37] assuming an alpha of 0.05, Beta of 0.80 and one degree of freedom. Outcomes showed that a range of 65–126 cycles in each group should allow sufficient power.",Solves for sample size (often called a priori),Yes,0,,1,0.2,1,0.05,1,65,No,,,0,NA,the statistical test is NOT reported,,NA,,No,,"Previously published research,Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",there are multiple primary outcomes.,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,They say beta is .80. They likely meant to say power is 0.80.,,they report beta as .80 (they likely meant to say power of 0.80),,0,0,3,0,0,1,1,0,1,0,0,0,0
126,EZ/RTT,PMC8480935,No,Include,Human,MEMORY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2022,2.09,"A power analysis was performed for sample size estimation, based on data from Francis and Strobach (2013) involving 64 participants (32 Spanish dominant and 32 English dominant bilinguals) comparing dominance group, word language, and frequency in a mixed ANOVA. The effect size in this study was 0.18, considered to be medium-small according to Cohen’s (1992) criteria. With an alpha = .05 and power = 0.80, the projected sample size needed to observe a group by language interaction with this effect size calculated using G*Power 3.1 (Faul, Erdfelder, Buchner, & Lang, 2009), is approximately 44.",Solves for sample size (often called a priori),No,1,3.1,1,0.8,1,0.05,1,44,No,,,1,0.18,ANOVA,,NA,all anova items,"Yes, but I've had to make some assumptions. (please list the assumptions you made)","1. they took the default number of measurements, 4; (2) correlation among rep measures of 0.5, default option.",Previously published research,NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but the researchers use the default option.",No,"They only ran 2x2 anovas, but the power calc is for a 4x2 anova (if my assumptions are correct).",Unsure (there's not enough information to reasonably code yes or no).,It looks like they performed the power calculation after the study was complete.,a 2x2 ANOVA with the Cohen's option gives a sample size of 246. A sensitivity analysis with 44 participants gives and effect size of f(V) = 0.4323237,,,0,1,5,0,1,1,1,0,0,0,0,0,0
127,EZ/RTT,PMC6209056,No,Include,Human,JOURNAL OF CLINICAL MONITORING AND COMPUTING,SPRINGER HEIDELBERG,2018,2.178,"Assuming a normal distribution of the CO data, we considered a mean increase in CO of 15% to be clinically relevant (estimated SD of 0.7 L min−1, based on pilot data). To detect this difference with an α-error of 0.05 and a power of 0.95, a total of 17 patients is needed [9]. A supplemental 40% of patients were included to anticipate exclusions, making a total of 24 patients.",Solves for sample size (often called a priori),No,0,,1,0.95,1,0.05,1,17,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,percentage increase,1,0.15,the statistical test is NOT reported,,NA,,No,,"Their own pilot data (that is not published),An effect size of interest or minimal clinically improtance difference (MCID)",NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).","the ""*"" in the table means p<0.05",Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,1,0,5,0,0,1,0,1,0,1,0,0,0
128,EZ/RTT,PMC7691879,No,Include,Human,Sexual Medicine,ELSEVIER SCI LTD,2020,1.444,"Power analysis37 yielded a sufficient number of participants of 82 for partial correlation analysis (2-tailed, medium effect size (0.3), α = 0.05, power = 0.80).

",Solves for sample size (often called a priori),No,0,,1,0.8,0,NA,1,82,No,,,1,0.3,the statistical test is NOT reported,,NA,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)","the test was ""Correlation: point biserial"" and the effect size was for rho.","Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",see table 3,No,No,"If my assumptions were correct and they powered for a point biserial model, than one of the variables should be dichotomous. However, it appears that both of the variables are continuous.",Unsure (there's not enough information to reasonably code yes or no).,,,,,0,0,3,0,1,1,0,0,1,0,0,0,0
129,EZ/RTT,PMC8405278,No,Include,Human,Spartan Medical Research Journal ,MSU College of Osteopathic Medicine Statewide Campus System,2021,NA,"In total, 70 children, male, 34 (48.5%) and female, 36 (51.4%); mean age, 11.4 ± 5.54) were eligible for study evaluation. The pre-study minimal sample size power calculations that had been conducted by the authors using G-power*3 software indicated that a necessary sample of 45 patients would be required to attain 95% power, 0.05 Alpha and 0.5 effect size in a one-way calculation (Critical t = 1.6802).",Solves for sample size (often called a priori),No,1,3,1,0.95,1,0.05,1,45,No,,,1,0.5,t-test,,NA,"I assumed a t-test because they mention ""(Critical t = 1.6802)"". Based on the critical t, it is one-tailed.","Yes, but I've had to make some assumptions. (please list the assumptions you made)",a matched pairs t-test,No justification or basis is reported,NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,No,"They performed between group t-test in the results section, but they appear to have powered for a within-participants t-test.",No,,"for a between subjects t-test, they would need sample size of 102 with the same parameters.",,,0,1,5,0,1,0,0,0,0,0,1,0,0
130,EZ/RTT,PMC6709510,No,Include,Human,Clinical Interventions in Aging,DOVE MEDICAL PRESS LTD,2019,2.505,"The calculated sample size, using a G*power version 3.1. program for linear multiple regression analysis, was 160 participants under the conditions of 8 predictor variables, a type I error of 0.05, a power of 0.95, and an effect size of 0.15. We planned to collect a total of 176 participants, considering a 10% dropout rate. ",Solves for sample size (often called a priori),No,1,3.1,1,0.95,1,0.05,1,160,No,,,1,0.15,other regression (please describe),linear multiple regression analysis,NA,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)","There are two options for ""multipl elinear regressions""",No justification or basis is reported,NA,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",,No,Yes,,No,,,,,0,1,5,0,1,0,0,0,0,0,1,0,0
131,EZ/RTT,PMC7507625,No,Include,Human,BMC Geriatrics,BMC,2020,2.818,"We used the primary outcome loneliness to calculate the sample size needed. We adopted the effect size of 0.6 from a similar peer-based trial conducted among socially isolated Hong Kong Chinese older adults to reduce their loneliness [28]. With a power of 0.8 (alpha = 0.05, two-sided), 26 participants for each group and 52 in total were needed to detect such an effect size. G*Power 3.1 was used to calculate the sample size [29]. Taking the potential dropout into consideration, we aimed for 30 participants for each group and 60 in total for the baseline.",Solves for sample size (often called a priori),No,1,3.1,1,0.8,1,0.05,1,52,No,,,1,0.6,the statistical test is NOT reported,,NA,,No,,Previously published research,NA,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,0,0,4,0,0,1,1,0,0,0,0,0,0
132,EZ/RTT,PMC6474749,No,Include,Human,REVISTA DE SAUDE PUBLICA,REVISTA DE SAUDE PUBLICA,2019,1.911,"The sample size was calculated using the software G*Power 3.1.9.2 10 . Considering a significance level of 5%, power of 80%, a prevalence ratio effect size of 1.62, and the Poisson Regression test, 182 participants were required.",Solves for sample size (often called a priori),No,1,3.1.9.2,1,0.8,1,0.05,1,182,ratios (e.g.odds ratio or risk ratio),,,1,1.62,other regression (please describe),Poisson Regression test,NA,"tails, base rate, mean exposure, and several others (see ""Poisson Regression"" in GPower for all the parameters needed).",No,,No justification or basis is reported,NA,Unsure,,No,Yes,,Unsure (there's not enough information to reasonably code yes or no).,,,Get hugo to code this article.,,1,1,6,1,0,0,0,0,0,0,1,0,0
134,EZ/RTT,PMC8504855,No,Include,Human,Frontiers in Psychology,FRONTIERS MEDIA SA,2021,2.067,"Based on a power analysis (G*Power; Faul et al., 2007), aiming for 80% power for small to medium effects of d=0.35 (p<0.05), we targeted a minimum sample size of 260 participants. ",Solves for sample size (often called a priori),No,0,,1,0.8,1,0.05,1,260,d,,,1,0.35,the statistical test is NOT reported,,NA,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",two-tailed; independent sample t-test,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Yes,there were two conditions and they ran t-tests. (assuming my assumptions for the reproduction were correct),No,,,,,1,0,5,0,1,1,0,0,1,0,0,0,0
135,EZ/RTT,PMC7196744,No,Include,Human,Journal of Sports Science and Medicine,JOURNAL SPORTS SCIENCE & MEDICINE,2020,1.774,"The study was a controlled trial in which subjects were randomly assigned to either an experimental (BFR n = 6) or control group (non-BFR n = 6) for ten sessions of game-specific futsal training. In order to estimate the number of participants needed in the study, a sample size calculation was performed using G*Power Software version 3.1.9.6 (Düsseldorf, Germany) (Faul et al., 2007) for a repeated measures ANOVA (within factors), using an α rejection criterion of 0.05 and 0.95 (1-β) power, and an average correlation of rho = 0.50 between the repeated measures for 4 within subject measurements to detect a medium effect (f = 0.5). The power calculation indicated that a minimum of 12 participants was required to be able to find such an effect.",Solves for sample size (often called a priori),No,1,3.1.9.6,1,0.95,1,0.05,1,12,f,,,1,0.5,ANOVA,,NA,withing/between; default option.,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",chose default option.,No justification or basis is reported,NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but the researchers use the default option.",Yes,,Yes,"They call f = 0.5 a medium effect size, without justification (generally f=0.25 is considered medium and f=0.4 is considered large)",f(V) 1.4142  .... or sample size of 72 needed,,,1,1,6,1,1,0,0,0,0,0,1,0,0
137,EZ/RTT,PMC6398714,Yes,Include,Human,BMJ Open,BMJ PUBLISHING GROUP,2019,2.413,"Using G*Power V.3.1,35 it was calculated that a total sample of 105 participants will be needed. This will account for an attrition rate of 35% between baseline and 3-month follow-up. This remaining sample of 68 will provide 80% statistical power to detect a moderate (d=0.60) group by time point interaction effect at postintervention and follow-up time points with a 5% type I error rate, and a two-sided tail. This effect is conservative relative to previous findings of MeST outcomes relative to a control group.11",Solves for sample size (often called a priori),No,1,3.1,1,0.8,1,0.05,1,68,d,,,1,0.6,the statistical test is NOT reported,,NA,,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",several primary outcomes,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,The article is a protocol,,Yes,"The power calc give a cohen's d, but says it's looking for an interaction effect.",,,,1,0,5,0,0,1,0,0,1,0,0,0,0
138,EZ/RTT,PMC8718735,No,Include,Non-human animal,Animal Nutrition,KEAI PUBLISHING LTD,2022,6.383,"Power analyses calculated before the start of the experiment identified a minimum total sample of 8 cows. Each group was to have a power of 82.9% with a type I error of 5% using G∗Power 3.1.9.4 based on F-test of repeated measures between factors ANOVA. The average ruminal pH and VFA were analyzed by One-way repeated measures ANOVA in IBM statistics SPSS V26.0 (Chicago, IL, USA). The models included the main effects of the group (SUS vs TOL), the cow was considered as the random effect, and the hours after morning feeding was considered as the repeated measured. The effects were deemed significant at P < 0.05.",Solves for sample size (often called a priori),No,1,3.1.9.4,1,0.829,1,0.05,1,8,No,,,0,NA,ANOVA,,NA,"Their power analysis contradicts itself. It says one-way, but the mentions two factors (condition and time). So I don't know which statistical test to choose in GPower. ",No,,No justification or basis is reported,NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but I cannot reasonably assume which option they used.",No,I can't find anywhere in the article that they performed an ANOVA.,Unsure (there's not enough information to reasonably code yes or no).,,,I imagine they used the default ANOVA option to end up with a sample size of only 8.,,0,1,4,0,0,0,0,0,0,0,1,0,0
140,EZ/RTT,PMC8051238,No,Include,Human,ANGLE ORTHODONTIST,"E H ANGLE EDUCATION RESEARCH FOUNDATION, INC",2020,1.88,"The sample size was estimated by the G*Power Software (v3.1.3; Franz Faul, Universität Kiel, Germany). Based on an alpha significance level of 0.05 and a beta of 0.2 to achieve 80% power, to detect a minimum difference of 4.8 mm molar distalization with a 1.8 mm of estimated standard deviation,3 21 subjects per group were required.",Solves for sample size (often called a priori),No,1,3.1.3,1,0.8,1,0.05,1,42,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,mm [they also provide the SDs so they must have calculated cohen's d from this info],1,4.8,the statistical test is NOT reported,,NA,tails,No,,An effect size of interest or minimal clinically improtance difference (MCID),NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Yes,they power to detect a minimum difference of 4.8mm with a SD of 1.8mm. This is a huge effect. I don't know any analysis that would require 21 subjects per group to detect such an effect.,,,,1,0,5,0,0,1,0,0,0,1,0,0,0
141,EZ/RTT,PMC7467300,No,Include,Human,PLoS One,PUBLIC LIBRARY SCIENCE,2020,2.776,"To estimate the required sample size and a priori power calculation was conducted using G*Power software for a 3 (between-subjects) × 3 (within-subjects) design with an a priori effect size estimate of f = 0.1 (small) for the primary outcome (resilience, see below) and an achieved power of 0.80. The calculation indicated that an overall sample size of at least 327 participants would be needed to detect a time x group interaction effect with 80% probability if one was present. Considering the high rate of attrition reported in internet-based interventions [25] which is on average between 43–99%, emails were sent out to 2,500 participants with an invitation to participate in the study. This recruitment procedure was designed to best ensure that at least 327 participants would complete the 5-week trial, taking potentially low uptake and high attrition into consideration.",Solves for sample size (often called a priori),No,0,,1,0.8,0,NA,1,327,f,,,1,0.1,ANOVA,,NA,ANOVA defualt option; correlation among rep measures,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",They state that the 3x3 ANOVA for resilience is their primary outcome.,"Yes, but I cannot reasonably assume which option they used.",Yes,,Unsure (there's not enough information to reasonably code yes or no).,,,I assume they uesd the default option. When I tried to reproduce their calculation I get ~200 participants with the defualt option and ~1200 with the cohen's option.,,1,1,5,0,0,1,0,0,1,0,0,0,0
142,EZ/RTT,PMC6478370,No,Include,Human,PLoS One,PUBLIC LIBRARY SCIENCE,2019,2.766,"Sample size G*Power software (free download: www.gpower.hhu.de) generated a sample size estimate based on the use of one-way ANOVAs. Based on effect size confidence intervals in the small to medium range in a previous meta-analysis of pain appraisal manipulation experiments [3] and effect sizes for associations of threat (r = -.23) and challenge appraisals (r = .21) with pain appraisals in the research on which this study was based [8], a minimum sample N of 228 (76 participants per group) was needed to detect an effect size of .22 at 85% power with an error rate probability of p = 0.05. This estimate was consistent with Kline’s [29] contention that a sample N of 200 is typically sufficient for causal modeling studies, albeit model complexity is an additional consideration. Assuming that up to 5% of data might not be usable following data collection, we sought to recruit approximately 240 participants for the study.",Solves for sample size (often called a priori),No,0,,1,0.85,1,0.05,1,228,No,,,1,0.22,ANOVA,,NA,number of groups,No,,Previously published research,NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Yes,,Unsure (there's not enough information to reasonably code yes or no).,"It looks like the sample size was probably calculated after the study was run. If we input the parameters they list, I get 228 as the sample size. However, if I solve for effects size given 231 (which they had), then I get f = 0.22024, which rounds to f=0.22.",,,"Could GPower put a datestamp on when the power calc was run. That way people can't run their power calc after the study without is being clear that they did this. If they are giving all the info, or the ""session output"" document. Even more, you could have this info embedded in the session output so that it's not immediately transparent to the user (e.g., output 220826, but don't tell them this is the datestamp). Perhaps a bit underhanded, but if they aren't lying then it's not gonna be an issue.
",0,1,5,0,0,1,1,0,0,0,0,0,0
143,EZ/RTT,PMC6285469,No,Include,Human,PLoS One,PUBLIC LIBRARY SCIENCE,2018,2.806,Sample size was determined by previous recommendations for sufficient power for scale construction [61] and for detecting small correlations (r = .15) with at least 85% power in the second subsample [62].,Solves for sample size (often called a priori),Yes,0,,1,0.85,0,NA,0,NA,r,,,1,0.15,the statistical test is NOT reported,,NA,,No,,Previously published research,NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,,1,0,3,0,0,1,1,0,0,0,0,0,0
144,EZ/RTT,PMC7909782,No,Include,Human,Sports,MDPI,2021,NA,"Sample power was computed (G*Power, v.3.1.9.2, University of Kiel, Kiel, Germany) assuming as inputs an expected large effect size (for instance, f = 0.4), 5% of error probability for 95% of power, two groups (i.e., 2 conditions), two measurements (i.e., pre- and post-test), correlation among repeated measures of 0.5 and non-sphericity correction of 1. Computation showed that a sample size of at least n = 16 was required to obtain a statistical power of 0.85.",Solves for sample size (often called a priori),No,1,3.1.9.2,1,0.95,1,0.05,1,16,f,,,1,0.4,the statistical test is NOT reported,,NA,"It is easy to assume it is an ANOVA based on the other info. Thus, the only missing info is the option selected in the ANOVA and whether its between/wthin/interaction",No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but the researchers use the default option.",Yes,,Yes,"It's difficult to tell how they did their power calculation. They may have performed it to solve for power after the study was complete. Also, they state both 85% and 95% power in their calculation. They can't both be true.",Hard to quantify the non-default option exactly because I can't quite reproduce their power calc.,,,1,0,5,0,0,1,0,0,1,0,0,0,0
145,EZ/RTT,PMC6544941,Yes,Include,Human,BMC PUBLIC HEALTH,BMC,2019,2.42,"A sample size estimation with 80% power at 5% significance was calculated to detect significant differences in patients’ health-related quality of life assessed with the SGRQ. The pre-post score achieved in the intervention group of a PR in COPD integrating family-based education and psychosocial support was used (Pre 37.9 ± 18.2 vs. Post 31.4 ± 18.7, p < 0.001) [27], resulting in a total sample size of 73 participants. In PR programmes, dropout rates are approximately 20 to 40% [89, 90]. Therefore, 102 participants will be recruited. Sample size calculation was performed using G*Power 3.1.3 (Universität Düsseldorf, Düsseldorf, Germany).",Solves for sample size (often called a priori),No,1,3.1.3,1,0.8,1,0.05,1,73,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,scores [used to calculate SMD],1,NA,the statistical test is NOT reported,,NA,matched pairs or independent samples; how many tails,No,,Previously published research,NA,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",They write that the power calculation is for a specific outcome measure.,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,The article is a protocol,,Unsure (there's not enough information to reasonably code yes or no).,"They are calcualting the expected effect size using pre/post measures within an intervention group, but it appears they will be running statistics between an experimental and control group for this study.",,,,1,0,5,0,0,1,1,0,0,0,0,0,0
146,EZ/RTT,PMC8863272,No,Include,Human,PLoS One,PUBLIC LIBRARY SCIENCE,2022,3.24,"The necessary sample of the study was determined by using G*Power computer software program version 3.1.9.7 as recommended to be used in calculating the desired sample in randomized controlled trials by previous studies [35]. On one side, the F-tests set at a statistical test of linear multiple regression with fixed model and R2 deviation from 0 of prior power of analysis was used to determine the minimum sample size set at α err probability = 0.05, power (1 – β err probability) = 0.80, and small effect size (Cohen’s d) = 0.02 (a statistical power of the study).

A total of 660 (97.1%) out of 6797 adolescents were recruited to participate in the study. However, 6137 adolescents were excluded due to different reasons. Among them, 4975 (81.1%) were excluded because they were form four adolescents who were in preparations for their final form four examination, 931 (15.2%) adolescents declined to join the study, and 231 (3.7%) were adolescents due to various health problems. The study adopted the set at 0.05 and statistical power of 80% set at 1.0 to randomly allocate adolescents into research arms by a ratio of 1:1 (control group: n= 330 and intervention: n= 330). However, thirteen adolescents in the LBP group (control) lost follow-up after the baseline assessment.",Solves for sample size (often called a priori),No,1,3.1.9.7,1,0.8,1,0.05,1,660,d,,,1,0.02,the statistical test is NOT reported,,NA,,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",NA,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",They have one primary outcome.,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Yes,"With an effect size of d=0.02, I don't see how they could get a sample size of 660.",,"it's unclear whether the sample size of 660 came from the power calculation; I coded the statistical test was not reported because it is so unclear, I cannot tell what the test was.",,1,0,5,0,0,1,0,0,1,0,0,0,0
147,EZ/RTT,PMC8884875,No,Include,Human,Journal of Human Kinetics,SCIENDO,2022,2.193,"To analyze the differences, the effect size, statistical significance and power were set at d = 0.8, α = 0.05, β = 0.95, respectively. A power analysis was performed using G*Power (v3.1.9.2, Heinrich-Heine University, Düsseldorf, Germany). Using a large effect size of 0.6 for a two-tailed t-test, a sample size of 17 was required in each group (β = 0.80, α = 0.05).",Solves for sample size (often called a priori),No,1,3.1.9.2,1,0.2,1,0.05,1,34,No,,,1,0.6,t-test,,NA,,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,"I can't reproduce their calcualtion, but they provide most the information necessary to do so. Thye also include two sets of power calculation parameters and it's unclear which ones they used.",,,,0,1,5,0,0,1,0,0,1,0,0,0,0
148,EZ/RTT,PMC8069287,No,Include,Human,Nutrients,MDPI,2021,4.546,"Power analysis for the interactions between effects, to determine the appropriate sample size, was performed in GPower ver. 3.1.9.2 [11]. The minimal total sample size for a medium effect size at the power of 0.8 and significance level of 0.05 was calculated as 28 subjects.",Solves for sample size (often called a priori),No,1,3.1.9.2,1,0.8,1,0.05,1,28,No,,,0,NA,the statistical test is NOT reported,,NA,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)","Based on their analysis section, I calculated a 2x3 ANOVA interaction effect with f=0.25 (they said medium effect size), and default correlation among rep measures of 0.5; and the default option","Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",NA,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but the researchers use the default option.",Yes,...Given that my assumptions in the reproduction are correct.,No,,"f(V)= 0.61237 instead of f =0.24 ; Or, sample size of 156 instead of 28",,,0,0,3,0,1,1,0,0,1,0,0,0,0
