StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,coder,coder_4_TEXT,pmcid,protocol,include,participants,participants_4_TEXT,journal,pubYear,impactFactor,verbatim,powerCalcType,powerCalcType_4_TEXT,multiple,statsKnowledge,version,version_1_TEXT,power,power_1_TEXT,alpha,alpha_1_TEXT,sampleSize,sampleSize_1_TEXT,effectSizeType,effectSizeType_6_TEXT,effectSizeType_7_TEXT,effectSizeValue,effectSizeValue_1_TEXT,statTest,statTest_5_TEXT,statTest_6_TEXT,otherRepro,reproducible,reproducible_2_TEXT,justification,justification_5_TEXT,multCompare,multCompareText,ANOVAwithinBetween,match,matchText,error,errorText,impact,commentsCalc,commentsGeneral
2022-08-26 20:22:02,2022-08-26 20:31:05,IP Address,73.223.231.130,100,542,True,2022-08-26 20:31:05,R_2UhLkY4hmeA8dMU,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC6474749,No,Include,Humans,,REVISTA DE SAUDE PUBLICA,2019,1.911,"The sample size was calculated using the software G*Power 3.1.9.2 10 . Considering a significance level of 5%, power of 80%, a prevalence ratio effect size of 1.62, and the Poisson Regression test, 182 participants were required.",Solves for sample size (often called a priori),,No,Probably,Yes,3.1.9.2,Yes (0.80),,Yes (0.05),,Yes,182,ratios (e.g.odds ratio or risk ratio),,,Yes,1.62,other regression (please describe),Poisson Regression test,,"tails, base rate, mean exposure, and several others (see ""Poisson Regression"" in GPower for all the parameters needed).",No,,No justification or basis is reported,,Unsure,,No,Yes,,Unsure (there's not enough information to reasonably code yes or no).,,,Get hugo to code this article.,
2022-08-26 20:31:16,2022-08-26 20:33:03,IP Address,73.223.231.130,100,107,True,2022-08-26 20:33:03,R_2dnCeL9vRK041oR,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC8933355,No,Exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-26 20:33:05,2022-08-26 21:18:32,IP Address,73.223.231.130,100,2726,True,2022-08-26 21:18:32,R_3OohkWCfrjKGaVn,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC8504855,No,Include,Humans,,Frontiers in Psychology,2021,2.067,"Based on a power analysis (G*Power; Faul et al., 2007), aiming for 80% power for small to medium effects of d=0.35 (p<0.05), we targeted a minimum sample size of 260 participants. ",Solves for sample size (often called a priori),,No,Yes,No,,Yes (0.80),,Yes (0.05),,Yes,260,d,,,Yes,0.35,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",two-tailed; independent sample t-test,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Yes,there were two conditions and they ran t-tests. (assuming my assumptions for the reproduction were correct),No,,,,
2022-08-26 21:20:09,2022-08-26 21:32:34,IP Address,73.223.231.130,100,744,True,2022-08-26 21:32:34,R_22MjXcFL3JNpQAm,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC7196744,No,Include,Humans,,Journal of Sports Science and Medicine,2020,1.774,"The study was a controlled trial in which subjects were randomly assigned to either an experimental (BFR n = 6) or control group (non-BFR n = 6) for ten sessions of game-specific futsal training. In order to estimate the number of participants needed in the study, a sample size calculation was performed using G*Power Software version 3.1.9.6 (Düsseldorf, Germany) (Faul et al., 2007) for a repeated measures ANOVA (within factors), using an α rejection criterion of 0.05 and 0.95 (1-β) power, and an average correlation of rho = 0.50 between the repeated measures for 4 within subject measurements to detect a medium effect (f = 0.5). The power calculation indicated that a minimum of 12 participants was required to be able to find such an effect.",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.9.6,Yes,0.95,Yes (0.05),,Yes,12,f,,,Yes,0.5,ANOVA,,,withing/between; default option.,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",chose default option.,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but the researchers use the default option.",Yes,,No,,f(V) 1.4142  .... or sample size of 72 needed,,
2022-08-26 21:32:35,2022-08-26 21:37:03,IP Address,73.223.231.130,100,267,True,2022-08-26 21:37:03,R_Zl5YlJ66g1mL9Dz,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC8534421,No,Include,Humans,,Children-Basel,2021,2.078,"The independent sample t-tests were performed using the software IBM SPSS (v0.27) [41]. A priori power analysis performed using the software G*Power version 3.1.9.7 [45,46], deemed the sample size to be adequate to identify large effect sizes (Cohen’s d = 1.3) when considering two samples (allocation ration N2/N1 = 3, N2 = 33, N1 = 11, total n required = 44), α = 0.05, power = 0. The Cohen’s effect size d is reported in each t-test performed, and should be interpreted according to Cohen’s [47] guidelines, in which 0.20 regards a small, 0.50 a moderate, and 0.80 a large effect size",Solves for effect size (often called sensitivity),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-26 21:37:06,2022-08-26 21:43:29,IP Address,73.223.231.130,100,382,True,2022-08-26 21:43:29,R_3iJAPWnwNfp5MuJ,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC6398714,Yes,Include,Humans,,BMJ Open,2019,2.413,"Using G*Power V.3.1,35 it was calculated that a total sample of 105 participants will be needed. This will account for an attrition rate of 35% between baseline and 3-month follow-up. This remaining sample of 68 will provide 80% statistical power to detect a moderate (d=0.60) group by time point interaction effect at postintervention and follow-up time points with a 5% type I error rate, and a two-sided tail. This effect is conservative relative to previous findings of MeST outcomes relative to a control group.11",Solves for sample size (often called a priori),,No,Yes,Yes,3.1,Yes (0.80),,Yes (0.05),,Yes,68,d,,,Yes,0.6,the statistical test is NOT reported,,,,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",several primary outcomes,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Yes,"The power calc give a cohen's d, but says it's looking for an interaction effect.",,,
2022-08-26 21:43:42,2022-08-26 21:52:50,IP Address,73.223.231.130,100,548,True,2022-08-26 21:52:51,R_3imRyctALSLiuVG,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC8718735,No,Include,Non-human animals (this includes both in vivo and in vitro studies),,Animal Nutrition,2022,6.383,"Power analyses calculated before the start of the experiment identified a minimum total sample of 8 cows. Each group was to have a power of 82.9% with a type I error of 5% using G∗Power 3.1.9.4 based on F-test of repeated measures between factors ANOVA. The average ruminal pH and VFA were analyzed by One-way repeated measures ANOVA in IBM statistics SPSS V26.0 (Chicago, IL, USA). The models included the main effects of the group (SUS vs TOL), the cow was considered as the random effect, and the hours after morning feeding was considered as the repeated measured. The effects were deemed significant at P < 0.05.",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.9.4,Yes,0.829,Yes (0.05),,Yes,8,f,,,No,,ANOVA,,,"Their power analysis contradicts itself. It says one-way, but the mentions two factors (condition and time). So I don't know which statistical test to choose in GPower. ",No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but I cannot reasonably assume which option they used.",No,I can't find anywhere in the article that they performed an ANOVA.,Unsure (there's not enough information to reasonably code yes or no).,,,I imagine they used the default ANOVA option to end up with a sample size of only 8.,
2022-08-26 21:52:52,2022-08-26 22:01:52,IP Address,73.223.231.130,100,539,True,2022-08-26 22:01:52,R_110JPmWSc4TZ8LJ,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC6425842,No,Include,Non-human animals (this includes both in vivo and in vitro studies),,Neural Regeneration Research,2019,2.234,"Effect sizes were calculated using G*Power. For sample sizes used in our study, we were able to detect an effect size of 0.81 with a power of 0.80 (α = 0.05).",Solves for effect size (often called sensitivity),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-26 22:02:02,2022-08-26 22:09:58,IP Address,73.223.231.130,100,476,True,2022-08-26 22:09:58,R_3M55DQeXplbQxBu,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC8051238,No,Include,Humans,,ANGLE ORTHODONTIST,2020,1.880,"The sample size was estimated by the G*Power Software (v3.1.3; Franz Faul, Universität Kiel, Germany). Based on an alpha significance level of 0.05 and a beta of 0.2 to achieve 80% power, to detect a minimum difference of 4.8 mm molar distalization with a 1.8 mm of estimated standard deviation,3 21 subjects per group were required.",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.3,Yes (0.80),,Yes (0.05),,Yes,42,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,mm [they also provide the SDs so they must have calculated cohen's d from this info],Yes,4.8,the statistical test is NOT reported,,,tails,No,,An effect size of interest or minimal clinically improtance difference (MCID),,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Yes,they power to detect a minimum difference of 4.8mm with a SD of 1.8mm. This is a huge effect. I don't know any analysis that would require 21 subjects per group to detect such an effect.,,,
2022-08-26 22:10:07,2022-08-26 22:22:44,IP Address,73.223.231.130,100,756,True,2022-08-26 22:22:44,R_1gq31LXZNuagWBB,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC7467300,No,Include,Humans,,PLoS One,2020,2.776,"To estimate the required sample size and a priori power calculation was conducted using G*Power software for a 3 (between-subjects) × 3 (within-subjects) design with an a priori effect size estimate of f = 0.1 (small) for the primary outcome (resilience, see below) and an achieved power of 0.80. The calculation indicated that an overall sample size of at least 327 participants would be needed to detect a time x group interaction effect with 80% probability if one was present. Considering the high rate of attrition reported in internet-based interventions [25] which is on average between 43–99%, emails were sent out to 2,500 participants with an invitation to participate in the study. This recruitment procedure was designed to best ensure that at least 327 participants would complete the 5-week trial, taking potentially low uptake and high attrition into consideration.",Solves for sample size (often called a priori),,No,Yes,No,,Yes (0.80),,No,,Yes,327,f,,,Yes,0.1,ANOVA,,,ANOVA defualt option; correlation among rep measures,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",They state that the 3x3 ANOVA for resilience is their primary outcome.,"Yes, but I cannot reasonably assume which option they used.",Yes,,Unsure (there's not enough information to reasonably code yes or no).,,,I assume they uesd the default option. When I tried to reproduce their calculation I get ~200 participants with the defualt option and ~1200 with the cohen's option.,
2022-08-26 22:22:49,2022-08-26 22:35:35,IP Address,73.223.231.130,100,766,True,2022-08-26 22:35:36,R_3HANSJ2J3u9KlxN,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC6478370,No,Include,Humans,,PLoS One,2019,2.766,"Sample size G*Power software (free download: www.gpower.hhu.de) generated a sample size estimate based on the use of one-way ANOVAs. Based on effect size confidence intervals in the small to medium range in a previous meta-analysis of pain appraisal manipulation experiments [3] and effect sizes for associations of threat (r = -.23) and challenge appraisals (r = .21) with pain appraisals in the research on which this study was based [8], a minimum sample N of 228 (76 participants per group) was needed to detect an effect size of .22 at 85% power with an error rate probability of p = 0.05. This estimate was consistent with Kline’s [29] contention that a sample N of 200 is typically sufficient for causal modeling studies, albeit model complexity is an additional consideration. Assuming that up to 5% of data might not be usable following data collection, we sought to recruit approximately 240 participants for the study.",Solves for sample size (often called a priori),,No,Probably,No,,Yes,0.85,Yes (0.05),,Yes,228,No,,,Yes,0.22,ANOVA,,,number of groups,No,,Previously published research,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Yes,,"Likely, but I cannot be certain based on the information provided.","It looks like the sample size was probably calculated after the study was run. If we input the parameters they list, I get 228 as the sample size. However, if I solve for effects size given 231 (which they had), then I get f = 0.22024, which rounds to f=0.22.",,,"Could GPower put a datestamp on when the power calc was run. That way people can't run their power calc after the study without is being clear that they did this. If they are giving all the info, or the ""session output"" document. Even more, you could have this info embedded in the session output so that it's not immediately transparent to the user (e.g., output 220826, but don't tell them this is the datestamp). Perhaps a bit underhanded, but if they aren't lying then it's not gonna be an issue.
"
2022-08-26 22:35:52,2022-08-26 22:48:06,IP Address,73.223.231.130,100,734,True,2022-08-26 22:48:07,R_3exZTinKE4I7Gc6,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC6285469,No,Include,Humans,,PLoS One,2018,2.806,Sample size was determined by previous recommendations for sufficient power for scale construction [61] and for detecting small correlations (r = .15) with at least 85% power in the second subsample [62].,Solves for sample size (often called a priori),,Yes,Yes,No,,Yes,0.85,No,,No,,r,,,Yes,0.15,the statistical test is NOT reported,,,,No,,Previously published research,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Unsure (there's not enough information to reasonably code yes or no).,,Unsure (there's not enough information to reasonably code yes or no).,,,,
2022-08-26 23:02:37,2022-08-26 23:12:59,IP Address,73.223.231.130,100,622,True,2022-08-26 23:12:59,R_27fesla5UZ6J4yU,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC7909782,No,Include,Humans,,Sports,2021,NA,"Sample power was computed (G*Power, v.3.1.9.2, University of Kiel, Kiel, Germany) assuming as inputs an expected large effect size (for instance, f = 0.4), 5% of error probability for 95% of power, two groups (i.e., 2 conditions), two measurements (i.e., pre- and post-test), correlation among repeated measures of 0.5 and non-sphericity correction of 1. Computation showed that a sample size of at least n = 16 was required to obtain a statistical power of 0.85.",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.9.2,Yes,0.95,Yes (0.05),,Yes,16,f,,,Yes,0.4,the statistical test is NOT reported,,,"It is easy to assume it is an ANOVA based on the other info. Thus, the only missing info is the option selected in the ANOVA and whether its between/wthin/interaction",No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but the researchers use the default option.",Yes,,Yes,"It's difficult to tell how they did their power calculation. They may have performed it to solve for power after the study was complete. Also, they state both 85% and 95% power in their calculation. They can't both be true.",Hard to quantify the non-default option exactly because I can't quite reproduce their power calc.,,
2022-08-26 23:13:05,2022-08-26 23:25:44,IP Address,73.223.231.130,100,759,True,2022-08-26 23:25:45,R_1jfB4Xiq2p6QmuR,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC6544941,Yes,Include,Humans,,BMC PUBLIC HEALTH,2019,2.420,"A sample size estimation with 80% power at 5% significance was calculated to detect significant differences in patients’ health-related quality of life assessed with the SGRQ. The pre-post score achieved in the intervention group of a PR in COPD integrating family-based education and psychosocial support was used (Pre 37.9 ± 18.2 vs. Post 31.4 ± 18.7, p < 0.001) [27], resulting in a total sample size of 73 participants. In PR programmes, dropout rates are approximately 20 to 40% [89, 90]. Therefore, 102 participants will be recruited. Sample size calculation was performed using G*Power 3.1.3 (Universität Düsseldorf, Düsseldorf, Germany).",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.3,Yes (0.80),,Yes (0.05),,Yes,73,"Other: Non-standardized (e.g., 5 points on a questionnaire scale).",,scores [used to calculate SMD],Yes,(Pre 37.9 ± 18.2 vs. Post 31.4 ± 18.7,the statistical test is NOT reported,,,matched pairs or independent samples; how many tails,No,,Previously published research,,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",They write that the power calculation is for a specific outcome measure.,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,The article is a protocol,,"Likely, but I cannot be certain based on the information provided.","They are calcualting the expected effect size using pre/post measures within an intervention group, but it appears they will be running statistics between an experimental and control group for this study.",,,
2022-08-26 23:25:46,2022-08-26 23:32:38,IP Address,73.223.231.130,100,411,True,2022-08-26 23:32:38,R_2fHwiOMoC5EBVAB,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC8863272,No,Include,Humans,,PLoS One,2022,3.240,"The necessary sample of the study was determined by using G*Power computer software program version 3.1.9.7 as recommended to be used in calculating the desired sample in randomized controlled trials by previous studies [35]. On one side, the F-tests set at a statistical test of linear multiple regression with fixed model and R2 deviation from 0 of prior power of analysis was used to determine the minimum sample size set at α err probability = 0.05, power (1 – β err probability) = 0.80, and small effect size (Cohen’s d) = 0.02 (a statistical power of the study).

A total of 660 (97.1%) out of 6797 adolescents were recruited to participate in the study. However, 6137 adolescents were excluded due to different reasons. Among them, 4975 (81.1%) were excluded because they were form four adolescents who were in preparations for their final form four examination, 931 (15.2%) adolescents declined to join the study, and 231 (3.7%) were adolescents due to various health problems. The study adopted the set at 0.05 and statistical power of 80% set at 1.0 to randomly allocate adolescents into research arms by a ratio of 1:1 (control group: n= 330 and intervention: n= 330). However, thirteen adolescents in the LBP group (control) lost follow-up after the baseline assessment.",Solves for sample size (often called a priori),,No,Probably,Yes,3.1.9.7,Yes (0.80),,Yes (0.05),,Yes,660,d,,,Yes,0.02,the statistical test is NOT reported,,,,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",They have one primary outcome.,Unsure whether the power calculation was for an ANOVA or another type of statistical test.,Unsure (there's not enough information to reasonably code yes or no).,,Yes,"With an effect size of d=0.02, I don't see how they could get a sample size of 660.",,"it's unclear whether the sample size of 660 came from the power calculation; I coded the statistical test was not reported because it is so unclear, I cannot tell what the test was.",
2022-08-26 23:32:43,2022-08-26 23:44:19,IP Address,73.223.231.130,100,695,True,2022-08-26 23:44:19,R_Xjsl6S6PsG5SSjL,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC8884875,No,Include,Humans,,Journal of Human Kinetics,2022,3.240,"To analyze the differences, the effect size, statistical significance and power were set at d = 0.8, α = 0.05, β = 0.95, respectively. A power analysis was performed using G*Power (v3.1.9.2, Heinrich-Heine University, Düsseldorf, Germany). Using a large effect size of 0.6 for a two-tailed t-test, a sample size of 17 was required in each group (β = 0.80, α = 0.05).",Solves for sample size (often called a priori),,No,Probably,Yes,3.1.9.2,Yes (0.80),,Yes (0.05),,Yes,17,No,,,Yes,0.6,the statistical test is NOT reported,,,,No,,"Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Unsure (there's not enough information to reasonably code yes or no).,,"Likely, but I cannot be certain based on the information provided.","I can't reproduce their calcualtion, but they provide most the information necessary to do so. Thye also include two sets of power calculation parameters and it's unclear which ones they used.",,,
2022-08-26 23:44:40,2022-08-26 23:51:41,IP Address,73.223.231.130,100,420,True,2022-08-26 23:51:41,R_1FtWwMzTKQpe9Q9,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC8069287,No,Include,Humans,,Nutrients,2021,4.546,"Power analysis for the interactions between effects, to determine the appropriate sample size, was performed in GPower ver. 3.1.9.2 [11]. The minimal total sample size for a medium effect size at the power of 0.8 and significance level of 0.05 was calculated as 28 subjects.",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.9.2,Yes (0.80),,Yes (0.05),,Yes,28,No,,,No,,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)","Based on their analysis section, I calculated a 2x3 ANOVA interaction effect with f=0.25 (they said medium effect size), and default correlation among rep measures of 0.5; and the default option","Conventions of small, medium, and large effect sizes (e.g., ""we powered for a medium effect size of Cohen's d = 0.5"")",,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but the researchers use the default option.",Yes,...Given that my assumptions in the reproduction are correct.,No,,"f(V)= 0.61237 instead of f =0.24 ; Or, sample size of 156 instead of 28",,
2022-08-26 23:51:43,2022-08-26 23:58:29,IP Address,73.223.231.130,100,405,True,2022-08-26 23:58:29,R_2Y9t1EC97XiVDDe,,,,,37.0313,-122.1198,anonymous,EN-GB,RTT,,PMC6267027,Yes,Include,Humans,,Trials,2018,1.969,"Calculation of number of participants required for the clinical trial: for calculation of significant number of participants, the following is hypothesized based on the previous literature:
Level of significance, α = 0.05;
Type II error (β) is set at 0.2 with power of the test set at 80%;
According to a previous clinical study using VAS as the main assessment tool for Chuna manual therapy in neck pain patients, the effect size of Chuna manual therapy in comparison to the control can be considered to be 1.03 [30], and 1.49 [31], respectively;
Compliance rate will be set at 85% (the predicted rate of receiving ≥ 6 sessions of treatment during the five-week treatment period);
For calculation of sample size, G*Power 3.1.7 was used. With evidence from item (3), application of mean ± SD resulted in conservatively hypothesizing the effect size of this clinical trial as 0.6 because of the high clinical heterogeneity of manual therapies such as Chuna. Application of items (1) and (2) and the effect size resulted in the calculation of a sample size of 90 participants (45 in each group).
The mean comparison of pain requires a total of 90 participants (45 in each group), which is the minimum number of participants needed for testing the abovementioned hypothesis. Considering that 15% of participants received < 6 sessions of treatment within the five-week treatment period, a total of 108 participants, 54 in each group, will be extracted for the study.",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.7,Yes (0.80),,Yes (0.05),,Yes,90,No,,,Yes,0.6,the statistical test is NOT reported,,,,"Yes, but I've had to make some assumptions. (please list the assumptions you made)",two tails; independent samples t-test; cohen's d as the effect size,Previously published research,,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)","""The primary outcome will be the visual analogue scale (VAS) of neck pain at 5 weeks after randomization. """,No,The article is a protocol,,No,,,"They also report the effect sizes 1.03 and 1.49, which are probably non-standardized (maybe centimeters on the VAS).",
2022-08-27 18:53:57,2022-08-28 17:06:10,IP Address,94.66.57.243,100,79933,True,2022-08-28 17:06:10,R_12mSnzTmdGOr4QX,,,,,37.9842,23.7353,anonymous,EN-GB,EZ,,PMC6267027,Yes,Include,Humans,,Trials,2018,1.969,"Calculation of number of participants required for the clinical trial: for calculation of significant number of participants, the following is hypothesized based on the previous literature:
Level of significance, α = 0.05;
Type II error (β) is set at 0.2 with power of the test set at 80%;
According to a previous clinical study using VAS as the main assessment tool for Chuna manual therapy in neck pain patients, the effect size of Chuna manual therapy in comparison to the control can be considered to be 1.03 [30], and 1.49 [31], respectively;
Compliance rate will be set at 85% (the predicted rate of receiving ≥ 6 sessions of treatment during the five-week treatment period);
For calculation of sample size, G*Power 3.1.7 was used. With evidence from item (3), application of mean ± SD resulted in conservatively hypothesizing the effect size of this clinical trial as 0.6 because of the high clinical heterogeneity of manual therapies such as Chuna. Application of items (1) and (2) and the effect size resulted in the calculation of a sample size of 90 participants (45 in each group).
The mean comparison of pain requires a total of 90 participants (45 in each group), which is the minimum number of participants needed for testing the abovementioned hypothesis. Considering that 15% of participants received < 6 sessions of treatment within the five-week treatment period, a total of 108 participants, 54 in each group, will be extracted for the study.",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.7,Yes (0.80),,Yes (0.05),,Yes,90,No,,,Yes,0.6,the statistical test is NOT reported,,,...,No,,Previously published research,,"No, and there is no reason to account for multiple comparisons (e.g., there is only one analysis, or this analysis is clearly demarcated as the primary analysis)",,No,The article is a protocol,,Unsure (there's not enough information to reasonably code yes or no).,,,,
2022-08-28 17:06:14,2022-08-28 17:09:17,IP Address,94.66.57.243,100,183,True,2022-08-28 17:09:17,R_WlfFFOjJOeAWneh,,,,,37.9842,23.7353,anonymous,EN-GB,EZ,,PMC8069287,No,Include,Humans,,Nutrients,2021,4.546,"Power analysis for the interactions between effects, to determine the appropriate sample size, was performed in GPower ver. 3.1.9.2 [11]. The minimal total sample size for a medium effect size at the power of 0.8 and significance level of 0.05 was calculated as 28 subjects",Solves for sample size (often called a priori),,No,Yes,Yes,3.1.9.2,Yes (0.80),,Yes (0.05),,Yes,28,No,,,Yes,0.8,the statistical test is NOT reported,,,,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,"Yes, but I cannot reasonably assume which option they used.",Yes,,Unsure (there's not enough information to reasonably code yes or no).,,,,
2022-08-28 17:09:38,2022-08-28 17:13:56,IP Address,94.66.57.243,100,258,True,2022-08-28 17:13:56,R_3DgXQ5Nb52XZRe1,,,,,37.9842,23.7353,anonymous,EN-GB,EZ,,PMC8884875,No,Include,Humans,,Journal of Human Kinetics,2022,2.193,"Biomechanical differences were analyzed between a single- and a dual-task during jump-landing movement. To analyze the differences, the effect size, statistical significance and power were set at d = 0.8, α = 0.05, β = 0.95, respectively. A power analysis was performed using G*Power (v3.1.9.2, Heinrich-Heine University, Düsseldorf, Germany). Using a large effect size of 0.6 for a two-tailed t-test, a sample size of 17 was required in each group (β = 0.80, α = 0.05). To clarify the effects of the dual task on lower limb biomechanics, the values of lower limb kinematics and kinetics under single task condition were used as controls. The two-tailed paired t-test or the Wilcoxon singed rank test was performed between with and without a cognitive task condition after confirming the normality assumption using the Shapiro-wilk test. Statistical significance was set at p < 0.05. All statistical analyses were performed using SPSS (ver. 22, IBM Corporation, Armonk, NY, USA.).

",Solves for sample size (often called a priori),,Yes,Yes,Yes,3.1.9.2,Yes,0.95,Yes (0.05),,No,,d,,,Yes,0.8,t-test,,,,No,,No justification or basis is reported,,"No, and the article contains multiple analyses with no clear indication of a sole primary analysis for which this power calculation is for. (Note, if they are powering for an ANOVA and reporting multiple effects--e.g., two main effects and an interaction for a 2x2 ANOVA--then there should be a correction for multiple comparisons).",,No,Yes,,No,,,,
